nomeArq,largura,altura,media,variancia,skewness,kurtosis,energy,entropy,className,classId
flowers/daisy/14021430525_e06baf93a9.jpg,240,240,229.4820717131474,52011.0546875,0.8999091676306594,-0.6007741752062494,0.08899128420333617,5.046967345741501,daisy,0
flowers/daisy/16020253176_60f2a6a5ca_n.jpg,240,240,232.25806451612902,65991.4921875,1.2171974509328696,0.34123196611915585,0.09485876936571919,4.9381618837755035,daisy,0
flowers/daisy/7133935763_82b17c8e1b_n.jpg,240,240,225.0,6158386.8203125,15.747843929662144,247.5605109555715,0.6921635776563146,2.0222973568215323,daisy,0
flowers/daisy/9515186037_3be48fe68f.jpg,240,240,225.0,92551.578125,1.186620278333476,-0.12333989603357765,0.1051074472747199,4.710459944877782,daisy,0
flowers/daisy/15327813273_06cdf42210.jpg,240,240,238.01652892561984,37972.28125,1.3069601989216588,1.0098745177693633,0.08268137621613363,5.190056427687512,daisy,0
flowers/daisy/3285641623_da0e47f49a.jpg,240,240,231.32530120481928,64091.3359375,3.527320476611233,18.609861473841875,0.09408277807856195,5.105204482826046,daisy,0
flowers/daisy/9299302012_958c70564c_n.jpg,240,240,226.77165354330708,2213244.7578125,15.157467153917871,233.80423909636684,0.41794893046063264,3.6462685268445445,daisy,0
flowers/daisy/8071646795_2fdc89ab7a_n.jpg,240,240,239.00414937759336,122726.8828125,2.4434056262819834,6.10396115960862,0.11565429902809733,4.684712086379798,daisy,0
flowers/daisy/5885826924_38fdc6bcaa_n.jpg,240,240,225.0,17932.6484375,0.8550204983315343,-0.4709726202370659,0.07273198752314114,5.379278913822576,daisy,0
flowers/daisy/5512287917_9f5d3f0f98_n.jpg,240,240,226.77165354330708,1185582.5859375,6.199790309391043,39.256941695331335,0.30884686788733906,2.8617963706286593,daisy,0
flowers/daisy/2666572212_2caca8de9f_n.jpg,240,240,233.19838056680163,49841.0078125,1.7685042724613729,3.4109647381798895,0.08804548129038686,5.110178700930215,daisy,0
