nomeArq,largura,altura,media,variancia,skewness,kurtosis,energy,entropy,className,classId
flowers/daisy/14021430525_e06baf93a9.jpg,333,500,650.390625,430506.9489746094,0.8831664841445063,-0.6663449598414837,0.0887792152723806,5.052118349857804,daisy,0
flowers/daisy/16020253176_60f2a6a5ca_n.jpg,213,320,266.25,91063.84375,1.2238448238997135,0.35479304823846736,0.09446801150618397,4.952714155238537,daisy,0
flowers/daisy/7133935763_82b17c8e1b_n.jpg,240,320,300.0,11155153.1875,15.760917046641522,247.85054459156012,0.6986207017217081,1.9898177466071258,daisy,0
flowers/daisy/9515186037_3be48fe68f.jpg,332,500,648.4375,762841.85546875,1.1700883458611786,-0.1761944339028294,0.10484837914797683,4.713248545839847,daisy,0
flowers/daisy/15327813273_06cdf42210.jpg,333,500,650.390625,311928.9099121094,1.320694439467583,1.0117486157893714,0.08238170272057588,5.201901810207084,daisy,0
flowers/daisy/3285641623_da0e47f49a.jpg,375,500,732.421875,673655.7126464844,3.473527400495014,17.322058353048117,0.09387044901470441,5.113640048353041,daisy,0
flowers/daisy/9299302012_958c70564c_n.jpg,225,320,281.25,3599673.9375,15.292633636076646,237.0300943642352,0.4262252056435962,3.631680690726297,daisy,0
flowers/daisy/8071646795_2fdc89ab7a_n.jpg,213,320,266.25,173241.109375,2.4459878488056335,6.062501404542212,0.11598481372518982,4.684610676049228,daisy,0
flowers/daisy/5885826924_38fdc6bcaa_n.jpg,230,320,287.5,28882.7421875,0.8530366407241166,-0.5233211340820465,0.07260316048528977,5.382158331373785,daisy,0
flowers/daisy/5512287917_9f5d3f0f98_n.jpg,242,320,302.5,2166692.2578125,6.193134622022177,39.057929753571216,0.3104814774790581,2.841050574976388,daisy,0
flowers/daisy/2666572212_2caca8de9f_n.jpg,250,320,312.5,96048.1328125,1.850007330022275,3.6555854708362636,0.08802372016962245,5.128510436601031,daisy,0
flowers/daisy/2889325612_f2fc403ff0_m.jpg,240,207,194.0625,189482.28515625,8.033889453242866,71.28002412860519,0.15349266747714238,4.793376035025779,daisy,0
flowers/daisy/4482623536_b9fb5ae41f_n.jpg,240,320,300.0,63510.5703125,0.40602806767579924,-1.1011426662577395,0.0816258854151878,5.124147451007033,daisy,0
flowers/daisy/8706810197_17b6c1f1e7.jpg,342,500,667.96875,4650673.3583984375,5.937044602347914,37.93413707764302,0.21123945459661903,3.953671312737911,daisy,0
flowers/daisy/9286947622_4822f4fc21.jpg,335,500,654.296875,205404.64624023438,0.1226477443809478,-1.1709844515726053,0.07602940327675693,5.255442561141676,daisy,0
flowers/daisy/11023272144_fce94401f2_m.jpg,240,159,149.0625,13412.63671875,0.5140708064426683,-1.010457414257424,0.07914679539259245,5.224973893557054,daisy,0
flowers/daisy/34326606950_41ff8997d7_n.jpg,159,240,149.0625,429461.85546875,6.91924238235105,49.26425865322616,0.2817914168147054,3.395606637896507,daisy,0
flowers/daisy/286875003_f7c0e1882d.jpg,375,500,732.421875,652957.6345214844,2.3011417456168197,7.854070748273477,0.09306418426488725,5.004120432017956,daisy,0
flowers/daisy/33809956124_b49dcddf8f_n.jpg,240,202,189.375,1288682.9296875,8.138568391483977,73.42718298726513,0.37983140045007585,2.5705184707332505,daisy,0
flowers/daisy/3780380240_ef9ec1b737_m.jpg,240,240,225.0,111746.25,1.479617125574408,0.6691587254337761,0.11193143362493546,4.649945369064977,daisy,0
flowers/daisy/9611923744_013b29e4da_n.jpg,213,320,266.25,220966.0703125,2.142524712237368,3.507865608912206,0.126816005266553,4.481227611517042,daisy,0
flowers/daisy/18195689904_46619b7e16_n.jpg,213,320,266.25,4266762.140625,15.774015569928874,248.16924156521563,0.4888973849806296,3.3050381072791786,daisy,0
flowers/daisy/14114116486_0bb6649bc1_m.jpg,240,159,149.0625,11534.95703125,0.33391744572381,-1.4765829180869212,0.07703321242169427,5.270997165744693,daisy,0
flowers/daisy/13953307149_f8de6a768c_m.jpg,240,238,223.125,15121.2734375,-0.38246438828963875,-0.9447455201072454,0.07136320349534067,5.341222852357859,daisy,0
flowers/daisy/11834945233_a53b7a92ac_m.jpg,240,193,180.9375,61044.00390625,1.6203482206648143,1.3465507416313054,0.10578207053318579,4.807359742028084,daisy,0
